id,location,fault_severity,severity_type,event_type,log_feature,resource_type,text_for_ai
10529,location 353,0,severity_type 2,"event_type 35, event_type 34","feature 232, feature 312, feature 227, feature 307",resource_type 2,"Incident 10529 à location 353. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 232, feature 312, feature 227, feature 307], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
505,location 834,0,severity_type 2,event_type 15,feature 82,resource_type 8,"Incident 505 à location 834. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 82], Événements [event_type 15], Ressource [resource_type 8]."
9778,location 1017,1,severity_type 1,event_type 11,"feature 170, feature 54",resource_type 8,"Incident 9778 à location 1017. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 170, feature 54], Événements [event_type 11], Ressource [resource_type 8]."
17908,location 921,0,severity_type 2,event_type 15,"feature 203, feature 82",resource_type 8,"Incident 17908 à location 921. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 203, feature 82], Événements [event_type 15], Ressource [resource_type 8]."
6523,location 496,0,severity_type 2,"event_type 35, event_type 34","feature 312, feature 232, feature 313, feature 233",resource_type 2,"Incident 6523 à location 496. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 312, feature 232, feature 313, feature 233], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
11896,location 1019,1,severity_type 2,event_type 15,"feature 203, feature 201, feature 80, feature 82",resource_type 8,"Incident 11896 à location 1019. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 203, feature 201, feature 80, feature 82], Événements [event_type 15], Ressource [resource_type 8]."
15469,location 977,1,severity_type 5,event_type 30,feature 218,resource_type 9,"Incident 15469 à location 977. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 218], Événements [event_type 30], Ressource [resource_type 9]."
2383,location 925,0,severity_type 1,event_type 11,"feature 182, feature 68, feature 170, feature 103, feature 54, feature 207",resource_type 8,"Incident 2383 à location 925. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 182, feature 68, feature 170, feature 103, feature 54, feature 207], Événements [event_type 11], Ressource [resource_type 8]."
2219,location 1038,1,severity_type 1,event_type 11,"feature 170, feature 54",resource_type 8,"Incident 2219 à location 1038. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 170, feature 54], Événements [event_type 11], Ressource [resource_type 8]."
3812,location 427,1,severity_type 2,"event_type 35, event_type 34","feature 315, feature 313, feature 233, feature 235",resource_type 2,"Incident 3812 à location 427. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 315, feature 313, feature 233, feature 235], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
1681,location 752,0,severity_type 1,event_type 20,feature 134,resource_type 2,"Incident 1681 à location 752. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 134], Événements [event_type 20], Ressource [resource_type 2]."
2846,location 382,0,severity_type 2,"event_type 35, event_type 34","feature 312, feature 232",resource_type 2,"Incident 2846 à location 382. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 312, feature 232], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
12117,location 763,2,severity_type 2,event_type 15,"feature 82, feature 203",resource_type 8,"Incident 12117 à location 763. Statut Final: PANNE CRITIQUE (Coupure de service). Détails Techniques: Logs [feature 82, feature 203], Événements [event_type 15], Ressource [resource_type 8]."
5295,location 921,1,severity_type 2,event_type 15,"feature 203, feature 82",resource_type 8,"Incident 5295 à location 921. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 203, feature 82], Événements [event_type 15], Ressource [resource_type 8]."
9377,location 793,0,severity_type 2,event_type 11,"feature 195, feature 73",resource_type 8,"Incident 9377 à location 793. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 195, feature 73], Événements [event_type 11], Ressource [resource_type 8]."
1500,location 1101,0,severity_type 1,event_type 11,feature 80,resource_type 8,"Incident 1500 à location 1101. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 80], Événements [event_type 11], Ressource [resource_type 8]."
16192,location 1042,1,severity_type 2,event_type 15,"feature 203, feature 82",resource_type 8,"Incident 16192 à location 1042. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 203, feature 82], Événements [event_type 15], Ressource [resource_type 8]."
15840,location 488,0,severity_type 1,"event_type 21, event_type 35","feature 135, feature 307, feature 220, feature 301, feature 312",resource_type 2,"Incident 15840 à location 488. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 135, feature 307, feature 220, feature 301, feature 312], Événements [event_type 21, event_type 35], Ressource [resource_type 2]."
8133,location 242,0,severity_type 2,"event_type 35, event_type 34","feature 309, feature 232, feature 314, feature 229, feature 234, feature 312",resource_type 2,"Incident 8133 à location 242. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 309, feature 232, feature 314, feature 229, feature 234, feature 312], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
4323,location 1046,1,severity_type 1,"event_type 13, event_type 11","feature 273, feature 179, feature 345, feature 68","resource_type 6, resource_type 8","Incident 4323 à location 1046. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 273, feature 179, feature 345, feature 68], Événements [event_type 13, event_type 11], Ressource [resource_type 6, resource_type 8]."
9754,location 644,1,severity_type 1,"event_type 46, event_type 47","feature 285, feature 284",resource_type 2,"Incident 9754 à location 644. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 285, feature 284], Événements [event_type 46, event_type 47], Ressource [resource_type 2]."
6346,location 1107,2,severity_type 1,"event_type 15, event_type 11","feature 193, feature 203, feature 71, feature 82",resource_type 8,"Incident 6346 à location 1107. Statut Final: PANNE CRITIQUE (Coupure de service). Détails Techniques: Logs [feature 193, feature 203, feature 71, feature 82], Événements [event_type 15, event_type 11], Ressource [resource_type 8]."
10709,location 317,0,severity_type 2,"event_type 35, event_type 34","feature 232, feature 227, feature 312, feature 307",resource_type 2,"Incident 10709 à location 317. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 232, feature 227, feature 312, feature 307], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
14281,location 1097,1,severity_type 1,event_type 11,feature 170,resource_type 8,"Incident 14281 à location 1097. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 170], Événements [event_type 11], Ressource [resource_type 8]."
462,location 1008,1,severity_type 1,"event_type 11, event_type 15","feature 71, feature 80, feature 193, feature 82, feature 203, feature 201",resource_type 8,"Incident 462 à location 1008. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 71, feature 80, feature 193, feature 82, feature 203, feature 201], Événements [event_type 11, event_type 15], Ressource [resource_type 8]."
5272,location 1030,0,severity_type 1,event_type 11,"feature 68, feature 170, feature 182",resource_type 8,"Incident 5272 à location 1030. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 68, feature 170, feature 182], Événements [event_type 11], Ressource [resource_type 8]."
10814,location 883,0,severity_type 2,event_type 11,feature 54,resource_type 8,"Incident 10814 à location 883. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 54], Événements [event_type 11], Ressource [resource_type 8]."
9608,location 485,0,severity_type 2,"event_type 34, event_type 35","feature 232, feature 312",resource_type 2,"Incident 9608 à location 485. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 232, feature 312], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
732,location 909,0,severity_type 2,"event_type 11, event_type 14",feature 54,"resource_type 8, resource_type 4","Incident 732 à location 909. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 54], Événements [event_type 11, event_type 14], Ressource [resource_type 8, resource_type 4]."
17266,location 298,0,severity_type 2,"event_type 34, event_type 35","feature 227, feature 307, feature 312, feature 232",resource_type 2,"Incident 17266 à location 298. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 227, feature 307, feature 312, feature 232], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
6712,location 912,1,severity_type 1,event_type 11,"feature 54, feature 170",resource_type 8,"Incident 6712 à location 912. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 54, feature 170], Événements [event_type 11], Ressource [resource_type 8]."
7034,location 957,0,severity_type 1,"event_type 54, event_type 11","feature 171, feature 55","resource_type 8, resource_type 2","Incident 7034 à location 957. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 171, feature 55], Événements [event_type 54, event_type 11], Ressource [resource_type 8, resource_type 2]."
11733,location 311,0,severity_type 2,"event_type 35, event_type 34","feature 232, feature 312",resource_type 2,"Incident 11733 à location 311. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 232, feature 312], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
682,location 455,0,severity_type 2,"event_type 34, event_type 35","feature 232, feature 312",resource_type 2,"Incident 682 à location 455. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 232, feature 312], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
9040,location 1107,2,severity_type 1,"event_type 15, event_type 11","feature 203, feature 71, feature 82, feature 193",resource_type 8,"Incident 9040 à location 1107. Statut Final: PANNE CRITIQUE (Coupure de service). Détails Techniques: Logs [feature 203, feature 71, feature 82, feature 193], Événements [event_type 15, event_type 11], Ressource [resource_type 8]."
260,location 653,0,severity_type 2,event_type 15,"feature 82, feature 80",resource_type 8,"Incident 260 à location 653. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 82, feature 80], Événements [event_type 15], Ressource [resource_type 8]."
18057,location 653,0,severity_type 2,event_type 15,"feature 80, feature 82, feature 203",resource_type 8,"Incident 18057 à location 653. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 80, feature 82, feature 203], Événements [event_type 15], Ressource [resource_type 8]."
9473,location 494,0,severity_type 2,"event_type 34, event_type 35","feature 312, feature 308, feature 315, feature 314, feature 230, feature 235, feature 313, feature 307, feature 233, feature 232, feature 310, feature 228",resource_type 2,"Incident 9473 à location 494. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 312, feature 308, feature 315, feature 314, feature 230, feature 235, feature 313, feature 307, feature 233, feature 232, feature 310, feature 228], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
84,location 745,1,severity_type 1,"event_type 11, event_type 13","feature 68, feature 273","resource_type 8, resource_type 6","Incident 84 à location 745. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 68, feature 273], Événements [event_type 11, event_type 13], Ressource [resource_type 8, resource_type 6]."
5039,location 457,0,severity_type 2,"event_type 34, event_type 35","feature 313, feature 233, feature 232, feature 312, feature 235, feature 315",resource_type 2,"Incident 5039 à location 457. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 313, feature 233, feature 232, feature 312, feature 235, feature 315], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
1247,location 1,0,severity_type 1,"event_type 15, event_type 11","feature 82, feature 80, feature 201, feature 56",resource_type 8,"Incident 1247 à location 1. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 82, feature 80, feature 201, feature 56], Événements [event_type 15, event_type 11], Ressource [resource_type 8]."
15796,location 122,0,severity_type 2,"event_type 35, event_type 34","feature 313, feature 233, feature 312",resource_type 2,"Incident 15796 à location 122. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 313, feature 233, feature 312], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
7912,location 1030,0,severity_type 1,event_type 11,feature 54,resource_type 8,"Incident 7912 à location 1030. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 54], Événements [event_type 11], Ressource [resource_type 8]."
2569,location 124,0,severity_type 2,"event_type 35, event_type 34","feature 315, feature 232, feature 235, feature 233, feature 312, feature 313",resource_type 2,"Incident 2569 à location 124. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 315, feature 232, feature 235, feature 233, feature 312, feature 313], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
12306,location 282,0,severity_type 2,"event_type 35, event_type 34","feature 312, feature 232",resource_type 2,"Incident 12306 à location 282. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 312, feature 232], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
14311,location 816,1,severity_type 2,"event_type 40, event_type 14, event_type 23, event_type 54, event_type 11","feature 306, feature 46, feature 223","resource_type 4, resource_type 7, resource_type 8, resource_type 2","Incident 14311 à location 816. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 306, feature 46, feature 223], Événements [event_type 40, event_type 14, event_type 23, event_type 54, event_type 11], Ressource [resource_type 4, resource_type 7, resource_type 8, resource_type 2]."
6174,location 507,0,severity_type 2,"event_type 35, event_type 34","feature 312, feature 232",resource_type 2,"Incident 6174 à location 507. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 312, feature 232], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
8991,location 12,1,severity_type 1,event_type 11,"feature 66, feature 188",resource_type 8,"Incident 8991 à location 12. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 66, feature 188], Événements [event_type 11], Ressource [resource_type 8]."
10080,location 808,0,severity_type 1,"event_type 15, event_type 11","feature 193, feature 71",resource_type 8,"Incident 10080 à location 808. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 193, feature 71], Événements [event_type 15, event_type 11], Ressource [resource_type 8]."
3337,location 613,1,severity_type 1,"event_type 15, event_type 54, event_type 11","feature 82, feature 71, feature 203, feature 193",resource_type 8,"Incident 3337 à location 613. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 82, feature 71, feature 203, feature 193], Événements [event_type 15, event_type 54, event_type 11], Ressource [resource_type 8]."
9044,location 496,0,severity_type 2,"event_type 34, event_type 35","feature 312, feature 313, feature 233, feature 232",resource_type 2,"Incident 9044 à location 496. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 312, feature 313, feature 233, feature 232], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
17170,location 508,0,severity_type 2,"event_type 34, event_type 35","feature 232, feature 312",resource_type 2,"Incident 17170 à location 508. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 232, feature 312], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
5298,location 1103,0,severity_type 1,event_type 20,"feature 134, feature 219",resource_type 2,"Incident 5298 à location 1103. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 134, feature 219], Événements [event_type 20], Ressource [resource_type 2]."
15386,location 846,2,severity_type 2,event_type 15,"feature 203, feature 82",resource_type 8,"Incident 15386 à location 846. Statut Final: PANNE CRITIQUE (Coupure de service). Détails Techniques: Logs [feature 203, feature 82], Événements [event_type 15], Ressource [resource_type 8]."
16550,location 313,0,severity_type 2,"event_type 34, event_type 35","feature 313, feature 232, feature 312, feature 233",resource_type 2,"Incident 16550 à location 313. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 313, feature 232, feature 312, feature 233], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
992,location 579,0,severity_type 1,event_type 11,"feature 195, feature 73",resource_type 8,"Incident 992 à location 579. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 195, feature 73], Événements [event_type 11], Ressource [resource_type 8]."
15463,location 771,0,severity_type 2,event_type 15,feature 82,resource_type 8,"Incident 15463 à location 771. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 82], Événements [event_type 15], Ressource [resource_type 8]."
15327,location 805,0,severity_type 4,event_type 11,feature 70,resource_type 8,"Incident 15327 à location 805. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 70], Événements [event_type 11], Ressource [resource_type 8]."
15067,location 995,0,severity_type 2,event_type 15,"feature 82, feature 80",resource_type 8,"Incident 15067 à location 995. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 82, feature 80], Événements [event_type 15], Ressource [resource_type 8]."
6479,location 475,0,severity_type 2,"event_type 35, event_type 34","feature 234, feature 314",resource_type 2,"Incident 6479 à location 475. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 234, feature 314], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
10300,location 478,0,severity_type 2,"event_type 34, event_type 35","feature 313, feature 232, feature 312, feature 233",resource_type 2,"Incident 10300 à location 478. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 313, feature 232, feature 312, feature 233], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
8480,location 881,0,severity_type 1,"event_type 23, event_type 11","feature 170, feature 223, feature 306, feature 54","resource_type 7, resource_type 8","Incident 8480 à location 881. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 170, feature 223, feature 306, feature 54], Événements [event_type 23, event_type 11], Ressource [resource_type 7, resource_type 8]."
5777,location 147,0,severity_type 2,"event_type 35, event_type 34","feature 312, feature 307, feature 232",resource_type 2,"Incident 5777 à location 147. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 312, feature 307, feature 232], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
720,location 154,1,severity_type 2,"event_type 35, event_type 34","feature 312, feature 232",resource_type 2,"Incident 720 à location 154. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 312, feature 232], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
9166,location 946,0,severity_type 1,event_type 11,"feature 195, feature 73, feature 109",resource_type 8,"Incident 9166 à location 946. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 195, feature 73, feature 109], Événements [event_type 11], Ressource [resource_type 8]."
4678,location 1034,0,severity_type 1,event_type 11,"feature 170, feature 54",resource_type 8,"Incident 4678 à location 1034. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 170, feature 54], Événements [event_type 11], Ressource [resource_type 8]."
14739,location 864,1,severity_type 5,event_type 27,feature 240,resource_type 9,"Incident 14739 à location 864. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 240], Événements [event_type 27], Ressource [resource_type 9]."
3261,location 16,1,severity_type 1,event_type 11,"feature 170, feature 54",resource_type 8,"Incident 3261 à location 16. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 170, feature 54], Événements [event_type 11], Ressource [resource_type 8]."
5115,location 91,0,severity_type 2,"event_type 34, event_type 35","feature 315, feature 235",resource_type 2,"Incident 5115 à location 91. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 315, feature 235], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
10246,location 735,0,severity_type 1,event_type 11,"feature 70, feature 191",resource_type 8,"Incident 10246 à location 735. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 70, feature 191], Événements [event_type 11], Ressource [resource_type 8]."
7298,location 836,0,severity_type 2,event_type 11,"feature 73, feature 195",resource_type 8,"Incident 7298 à location 836. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 73, feature 195], Événements [event_type 11], Ressource [resource_type 8]."
7697,location 126,0,severity_type 2,"event_type 35, event_type 34","feature 312, feature 313, feature 315, feature 307, feature 233, feature 232, feature 235, feature 227",resource_type 2,"Incident 7697 à location 126. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 312, feature 313, feature 315, feature 307, feature 233, feature 232, feature 235, feature 227], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
2689,location 814,0,severity_type 1,event_type 11,"feature 191, feature 70",resource_type 8,"Incident 2689 à location 814. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 191, feature 70], Événements [event_type 11], Ressource [resource_type 8]."
15416,location 223,0,severity_type 1,"event_type 20, event_type 34, event_type 35","feature 221, feature 301, feature 134",resource_type 2,"Incident 15416 à location 223. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 221, feature 301, feature 134], Événements [event_type 20, event_type 34, event_type 35], Ressource [resource_type 2]."
3902,location 9,0,severity_type 1,"event_type 15, event_type 11","feature 193, feature 71",resource_type 8,"Incident 3902 à location 9. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 193, feature 71], Événements [event_type 15, event_type 11], Ressource [resource_type 8]."
10179,location 91,0,severity_type 2,"event_type 35, event_type 34","feature 307, feature 227, feature 232, feature 233, feature 312, feature 313",resource_type 2,"Incident 10179 à location 91. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 307, feature 227, feature 232, feature 233, feature 312, feature 313], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
14812,location 894,0,severity_type 1,"event_type 42, event_type 44, event_type 43","feature 375, feature 283, feature 368, feature 291, feature 376, feature 290",resource_type 2,"Incident 14812 à location 894. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 375, feature 283, feature 368, feature 291, feature 376, feature 290], Événements [event_type 42, event_type 44, event_type 43], Ressource [resource_type 2]."
4120,location 745,0,severity_type 1,"event_type 13, event_type 11, event_type 14","feature 345, feature 68","resource_type 8, resource_type 6, resource_type 4","Incident 4120 à location 745. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 345, feature 68], Événements [event_type 13, event_type 11, event_type 14], Ressource [resource_type 8, resource_type 6, resource_type 4]."
9946,location 1049,0,severity_type 1,event_type 11,"feature 171, feature 55",resource_type 8,"Incident 9946 à location 1049. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 171, feature 55], Événements [event_type 11], Ressource [resource_type 8]."
16988,location 657,0,severity_type 2,"event_type 14, event_type 11",feature 68,"resource_type 8, resource_type 4","Incident 16988 à location 657. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 68], Événements [event_type 14, event_type 11], Ressource [resource_type 8, resource_type 4]."
7753,location 476,0,severity_type 2,"event_type 35, event_type 34","feature 234, feature 314",resource_type 2,"Incident 7753 à location 476. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 234, feature 314], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
1154,location 252,1,severity_type 1,"event_type 34, event_type 11, event_type 35","feature 94, feature 160, feature 44, feature 211","resource_type 2, resource_type 8","Incident 1154 à location 252. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 94, feature 160, feature 44, feature 211], Événements [event_type 34, event_type 11, event_type 35], Ressource [resource_type 2, resource_type 8]."
959,location 1097,1,severity_type 1,event_type 11,"feature 170, feature 68",resource_type 8,"Incident 959 à location 1097. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 170, feature 68], Événements [event_type 11], Ressource [resource_type 8]."
8366,location 1008,1,severity_type 2,event_type 15,"feature 80, feature 201, feature 82, feature 203",resource_type 8,"Incident 8366 à location 1008. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 80, feature 201, feature 82, feature 203], Événements [event_type 15], Ressource [resource_type 8]."
11225,location 72,1,severity_type 1,event_type 11,"feature 55, feature 171",resource_type 8,"Incident 11225 à location 72. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 55, feature 171], Événements [event_type 11], Ressource [resource_type 8]."
12183,location 490,0,severity_type 2,"event_type 34, event_type 35","feature 232, feature 315, feature 235, feature 312",resource_type 2,"Incident 12183 à location 490. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 232, feature 315, feature 235, feature 312], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
15451,location 613,0,severity_type 2,event_type 15,"feature 203, feature 71, feature 82, feature 193",resource_type 8,"Incident 15451 à location 613. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 203, feature 71, feature 82, feature 193], Événements [event_type 15], Ressource [resource_type 8]."
17615,location 792,0,severity_type 1,event_type 20,feature 134,resource_type 2,"Incident 17615 à location 792. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 134], Événements [event_type 20], Ressource [resource_type 2]."
17100,location 476,0,severity_type 2,"event_type 34, event_type 35","feature 229, feature 235, feature 314, feature 312, feature 232, feature 307, feature 309, feature 227, feature 315, feature 310, feature 234, feature 230",resource_type 2,"Incident 17100 à location 476. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 229, feature 235, feature 314, feature 312, feature 232, feature 307, feature 309, feature 227, feature 315, feature 310, feature 234, feature 230], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
14001,location 812,0,severity_type 2,event_type 11,"feature 51, feature 167",resource_type 8,"Incident 14001 à location 812. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 51, feature 167], Événements [event_type 11], Ressource [resource_type 8]."
13162,location 1115,0,severity_type 1,event_type 11,"feature 195, feature 73",resource_type 8,"Incident 13162 à location 1115. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 195, feature 73], Événements [event_type 11], Ressource [resource_type 8]."
16729,location 851,1,severity_type 1,"event_type 13, event_type 11","feature 68, feature 345, feature 179","resource_type 6, resource_type 8","Incident 16729 à location 851. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 68, feature 345, feature 179], Événements [event_type 13, event_type 11], Ressource [resource_type 6, resource_type 8]."
17397,location 936,0,severity_type 4,"event_type 23, event_type 11","feature 306, feature 197, feature 75","resource_type 7, resource_type 8","Incident 17397 à location 936. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 306, feature 197, feature 75], Événements [event_type 23, event_type 11], Ressource [resource_type 7, resource_type 8]."
3333,location 1100,2,severity_type 1,"event_type 15, event_type 11","feature 82, feature 203",resource_type 8,"Incident 3333 à location 1100. Statut Final: PANNE CRITIQUE (Coupure de service). Détails Techniques: Logs [feature 82, feature 203], Événements [event_type 15, event_type 11], Ressource [resource_type 8]."
7147,location 242,0,severity_type 2,"event_type 35, event_type 34","feature 232, feature 314, feature 234, feature 229, feature 309, feature 312",resource_type 2,"Incident 7147 à location 242. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 232, feature 314, feature 234, feature 229, feature 309, feature 312], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
